Month,#Passengers
1/23/2020,9
1/23/2020,8
1/23/2020,2
1/23/2020,0
1/23/2020,22
1/23/2020,16
1/23/2020,1
1/23/2020,5
1/23/2020,5
1/23/2020,3
1/23/2020,2
1/23/2020,5
1/23/2020,3
1/23/2020,4
1/23/2020,1
1/23/2020,2
1/23/2020,2
1/23/2020,3
1/23/2020,1
1/23/2020,0
1/23/2020,2
1/23/2020,0
1/23/2020,1
1/23/2020,1
1/23/2020,2
1/23/2020,0
1/23/2020,0
1/23/2020,2
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,1
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/23/2020,0
1/24/2020,5
1/24/2020,2
1/24/2020,3
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,549
1/24/2020,0
1/24/2020,2
1/24/2020,2
1/24/2020,53
1/24/2020,9
1/24/2020,43
1/24/2020,24
1/24/2020,15
1/24/2020,18
1/24/2020,15
1/24/2020,0
1/24/2020,9
1/24/2020,27
1/24/2020,15
1/24/2020,4
1/24/2020,0
1/24/2020,36
1/24/2020,20
1/24/2020,2
1/24/2020,10
1/24/2020,23
1/24/2020,5
1/24/2020,5
1/24/2020,8
1/24/2020,3
1/24/2020,8
1/24/2020,1
1/24/2020,2
1/24/2020,2
1/24/2020,4
1/24/2020,3
1/24/2020,0
1/24/2020,2
1/24/2020,1
1/24/2020,2
1/24/2020,3
1/24/2020,2
1/24/2020,0
1/24/2020,0
1/24/2020,2
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,1
1/24/2020,1
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/24/2020,0
1/25/2020,7
1/25/2020,2
1/25/2020,3
1/25/2020,1
1/25/2020,3
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,761
1/25/2020,0
1/25/2020,2
1/25/2020,3
1/25/2020,78
1/25/2020,32
1/25/2020,62
1/25/2020,43
1/25/2020,39
1/25/2020,18
1/25/2020,27
1/25/2020,0
1/25/2020,18
1/25/2020,57
1/25/2020,28
1/25/2020,9
1/25/2020,0
1/25/2020,41
1/25/2020,33
1/25/2020,8
1/25/2020,18
1/25/2020,23
1/25/2020,15
1/25/2020,11
1/25/2020,19
1/25/2020,4
1/25/2020,10
1/25/2020,6
1/25/2020,4
1/25/2020,5
1/25/2020,17
1/25/2020,4
1/25/2020,0
1/25/2020,3
1/25/2020,7
1/25/2020,3
1/25/2020,3
1/25/2020,2
1/25/2020,0
1/25/2020,1
1/25/2020,2
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
1/25/2020,0
